Customer_ID,Customer_Name,Nationality,Room_Type,Units_Rooms,Days_Booked,Weekend_Days,Arrival_Month,Arrival_Month_Name,Price_Per_Room,Total_Payment,Cancellation,Year
718,Mikhail Popov,Russia,family,1,14,3,7,July,2000,14000,1,2023
719,Pilar Rossi,Germany,couple,1,4,4,1,January,2000,8000,0,2023
720,Jean Becker,France,single,1,3,1,2,February,2000,6000,0,2023
721,Eva Schmidt,Italy,couple,1,8,2,10,October,2000,16000,0,2023
722,Sabine Mueller,Spain,single,1,2,2,9,September,2000,4000,0,2023
723,Francesca Leroy,Germany,couple,2,3,3,1,January,2000,12000,0,2023
724,Kees Bianchi,Italy,couple,2,1,0,11,November,2000,4000,0,2023
725,Hans Thomas,Netherlands,single,1,1,1,10,October,2000,2000,0,2023
726,Viktor Ivanov,Russia,family,1,2,2,5,May,2000,4000,0,2023
727,Sabine Gonzalez,Netherlands,single,1,1,1,2,February,2000,2000,0,2023
728,Lucia Becker,Netherlands,couple,1,1,1,5,May,2000,2000,0,2023
729,Emma Weber,Spain,couple,2,10,2,1,January,2000,40000,0,2023
730,Maria Vasiliev,Russia,family,1,5,1,7,July,2000,5000,1,2023
731,Ingrid Ricci,Norway,single,1,7,0,1,January,2000,14000,0,2023
732,Natasha Golubev,Russia,family,1,9,0,11,November,2000,18000,0,2023
733,Ingrid Lopez,Italy,single,1,3,0,5,May,2000,6000,0,2023
734,Isabel Durand,Germany,family,3,4,0,7,July,2000,24000,0,2023
735,Emma Schneider,Germany,family,3,2,2,3,March,2000,12000,0,2023
736,Natasha Novikov,Russia,couple,1,1,0,9,September,2000,2000,0,2023
737,Jose Nilsson,Norway,single,1,1,0,4,April,2000,2000,0,2023
738,Alexei Ivanov,Russia,family,1,4,0,10,October,2000,8000,0,2023
739,Maria Volkov,Russia,family,3,5,3,5,May,2000,30000,0,2023
740,Carlos Larsson,Germany,couple,1,6,1,4,April,2000,12000,0,2023
741,Ingrid de Jong,Sweden,couple,1,6,4,6,June,2000,12000,0,2023
742,Larisa Smirnov,Russia,single,1,13,4,11,November,2000,13000,1,2023
743,Anna Bianchi,Germany,single,1,1,1,3,March,2000,2000,0,2023
744,Anna Bernard,France,family,1,5,4,5,May,2000,10000,0,2023
745,Dmitri Popov,Russia,single,1,12,2,10,October,2000,24000,0,2023
746,Nathalie Johansson,Finland,family,1,6,1,3,March,2000,12000,0,2023
747,Sophie Janssen,Sweden,couple,1,2,2,8,August,2000,4000,0,2023
748,Jan Bianchi,Finland,couple,1,7,3,4,April,2000,14000,0,2023
749,Alessia Andersson,Sweden,single,1,1,0,6,June,2000,2000,0,2023
750,Lucia Ferrari,France,single,1,5,2,2,February,2000,10000,0,2023
751,Larisa Pavlov,Russia,couple,1,1,1,7,July,2000,2000,0,2023
752,Anna Fernandez,Norway,couple,1,9,3,11,November,2000,18000,0,2023
753,Ingrid Olsson,Poland,couple,1,4,4,7,July,2000,8000,0,2023
754,Igor Semenov,Russia,single,1,11,1,4,April,2000,22000,0,2023
755,Pavel Solovyov,Russia,single,1,4,2,2,February,2000,8000,0,2023
756,Manuel Durand,France,couple,2,1,1,6,June,2000,4000,0,2023
757,Chiara Romano,Poland,couple,1,3,1,7,July,2000,6000,0,2023
758,Jose Rodriguez,France,couple,1,8,1,5,May,2000,16000,0,2023
759,Chiara Wagner,Finland,couple,1,8,4,9,September,2000,16000,0,2023
760,Anastasia Solovyov,Russia,single,1,3,3,9,September,2000,6000,0,2023
761,Giuseppe Eriksson,Spain,single,1,7,2,3,March,2000,14000,0,2023
762,Sylvie Ricci,France,single,1,3,2,12,December,2000,6000,0,2023
763,Ulrike Larsson,Poland,couple,1,11,3,7,July,2000,22000,0,2023
764,Ana Weber,Spain,couple,1,3,3,1,January,2000,3000,1,2023
765,Dmitri Smirnov,Russia,couple,2,5,3,10,October,2000,10000,1,2023
766,Anna Fernandez,France,family,2,3,2,5,May,2000,12000,0,2023
767,Igor Petrov,Russia,family,1,2,2,8,August,2000,4000,0,2023
768,Mikhail Semenov,Russia,couple,1,2,0,2,February,2000,4000,0,2023
769,Stefan Janssen,Norway,single,1,3,1,9,September,2000,6000,0,2023
770,Olga Semenov,Russia,single,1,2,1,1,January,2000,4000,0,2023
771,Antonio Eriksson,Italy,family,2,3,1,4,April,2000,12000,0,2023
772,Igor Solovyov,Russia,single,1,4,1,9,September,2000,8000,0,2023
773,Francesca Eriksson,Germany,couple,1,5,4,8,August,2000,10000,0,2023
774,Astrid Fernandez,Denmark,couple,1,1,1,7,July,2000,2000,0,2023
775,Anna Fischer,Spain,couple,1,4,1,5,May,2000,8000,0,2023
776,Vladimir Vinogradov,Russia,family,1,1,1,7,July,2000,2000,0,2023
777,Marco Colombo,Netherlands,family,1,1,1,11,November,2000,2000,0,2023
778,Ingrid Bakker,Germany,family,1,4,3,10,October,2000,8000,0,2023
779,Natasha Sokolov,Russia,couple,1,2,0,7,July,2000,4000,0,2023
780,Mikhail Zaytsev,Russia,couple,1,1,0,6,June,2000,2000,0,2023
781,Sergei Kuznetsov,Russia,couple,2,3,1,7,July,2000,12000,0,2023
782,Elena Semenov,Russia,single,1,9,4,8,August,2000,18000,0,2023
783,Giulia Becker,Finland,couple,1,3,3,6,June,2000,6000,0,2023
784,Astrid Russo,Italy,couple,1,1,1,4,April,2000,2000,0,2023
785,Piet Durand,Czech Republic,family,1,4,4,8,August,2000,8000,0,2023
786,Carlos van Dijk,Spain,couple,1,7,0,2,February,2000,14000,0,2023
787,Tatiana Vinogradov,Russia,single,1,4,1,7,July,2000,8000,0,2023
788,Erik Nilsson,Germany,family,1,4,3,11,November,2000,8000,0,2023
789,Jan Schmidt,Italy,family,2,1,0,11,November,2000,4000,0,2023
790,Tatiana Kozlov,Russia,couple,1,3,0,7,July,2000,6000,0,2023
791,Hans Thomas,Netherlands,couple,1,9,3,8,August,2000,18000,0,2023
792,Viktor Novikov,Russia,family,1,2,1,11,November,2000,2000,1,2023
793,Antonio Colombo,France,couple,1,9,4,3,March,2000,18000,0,2023
794,Andreas Thomas,Netherlands,couple,1,1,0,1,January,2000,2000,0,2023
795,Ulrike Bakker,Germany,single,1,4,4,11,November,2000,8000,0,2023
796,Eva Rodriguez,Sweden,single,1,12,4,6,June,2000,24000,0,2023
797,Thomas Bernard,Sweden,single,1,3,0,5,May,2000,6000,0,2023
798,Emma Karlsson,Netherlands,family,1,8,4,6,June,2000,16000,0,2023
799,Alexei Smirnov,Russia,family,3,1,1,12,December,2000,6000,0,2023
800,Emma de Vries,Sweden,couple,2,2,2,7,July,2000,8000,0,2023
801,Philippe Garcia,Germany,couple,1,1,1,9,September,2000,2000,0,2023
802,Katarina Vasiliev,Russia,couple,1,1,1,3,March,2000,1000,1,2023
803,Antonio Dubois,Norway,couple,1,1,1,8,August,2000,2000,0,2023
804,Giulia Esposito,Netherlands,couple,1,1,1,3,March,2000,2000,0,2023
805,Anna Bianchi,France,family,1,4,0,8,August,2000,8000,0,2023
806,Ingrid Bakker,Sweden,family,1,4,3,6,June,2000,8000,0,2023
807,Anna Meyer,Spain,family,3,3,3,7,July,2000,18000,0,2023
808,Stefan Bernard,Norway,couple,2,5,3,5,May,2000,20000,0,2023
809,Pierre Johansson,France,family,2,5,3,5,May,2000,20000,0,2023
810,Stefan Larsson,France,couple,1,3,1,10,October,2000,6000,0,2023
811,Anna Russo,France,couple,1,4,1,8,August,2000,4000,1,2023
812,Larisa Solovyov,Russia,single,1,7,4,9,September,2000,14000,0,2023
813,Maria Vinogradov,Russia,single,1,2,0,11,November,2000,4000,0,2023
814,Manuel Gonzalez,Germany,couple,1,5,4,9,September,2000,5000,1,2023
815,Nathalie Petit,Germany,couple,2,8,2,8,August,2000,16000,1,2023
816,Astrid Jansen,Poland,couple,1,2,0,3,March,2000,4000,0,2023
817,Petra Colombo,Germany,couple,1,14,2,10,October,2000,28000,0,2023
818,Carlos Becker,France,family,1,1,1,5,May,2000,2000,0,2023
819,Isabelle Larsson,Germany,family,3,3,0,5,May,2000,18000,0,2023
820,Erik Janssen,Spain,family,2,5,1,12,December,2000,20000,0,2023
821,Maria Pavlov,Russia,couple,1,6,0,4,April,2000,12000,0,2023
822,Eva Esposito,Poland,couple,2,1,1,12,December,2000,4000,0,2023
823,Klaus Durand,France,couple,1,4,4,7,July,2000,4000,1,2023
824,Valentina Andersson,Italy,couple,1,1,0,10,October,2000,2000,0,2023
825,Boris Petrov,Russia,single,1,3,2,7,July,2000,6000,0,2023
826,Philippe Esposito,Sweden,couple,1,4,2,1,January,2000,8000,0,2023
827,Philippe Martin,France,couple,2,5,1,8,August,2000,20000,0,2023
828,Viktor Novikov,Russia,couple,2,6,3,2,February,2000,24000,0,2023
829,Giuseppe Becker,Germany,family,1,13,2,7,July,2000,26000,0,2023
830,Andreas de Jong,Spain,family,1,10,1,7,July,2000,20000,0,2023
831,Emma Fernandez,Germany,family,1,1,1,3,March,2000,2000,0,2023
832,Nikolai Popov,Russia,family,2,1,1,12,December,2000,4000,0,2023
833,Alessia van den Berg,France,couple,2,2,1,1,January,2000,8000,0,2023
834,Nils Durand,Germany,couple,1,4,4,9,September,2000,8000,0,2023
835,Isabel van Dijk,Norway,single,1,9,1,5,May,2000,9000,1,2023
836,Eva Colombo,Spain,single,1,1,0,5,May,2000,2000,0,2023
837,Thomas Rodriguez,Italy,single,1,2,0,4,April,2000,4000,0,2023
838,Emma Schneider,Netherlands,single,1,4,4,6,June,2000,4000,1,2023
839,Carlos Schmidt,Poland,family,1,1,1,5,May,2000,2000,0,2023
840,Jose Weber,France,single,1,7,4,5,May,2000,14000,0,2023
841,Giuseppe Bakker,Germany,single,1,7,0,9,September,2000,14000,0,2023
842,Katarina Golubev,Russia,family,1,1,0,5,May,2000,2000,0,2023
843,Valentina Karlsson,Netherlands,couple,2,2,0,7,July,2000,8000,0,2023
844,Chiara Ferrari,France,couple,1,5,2,6,June,2000,10000,0,2023
845,Petra Rodriguez,Italy,family,1,6,1,6,June,2000,12000,0,2023
846,Hans Bianchi,France,couple,2,1,1,5,May,2000,4000,0,2023
847,Pierre Johansson,France,single,1,12,2,3,March,2000,24000,0,2023
848,Jose Olsson,Spain,couple,2,5,3,1,January,2000,20000,0,2023
849,Giulia Meyer,Netherlands,couple,2,2,1,8,August,2000,8000,0,2023
850,Carlos Wagner,France,couple,1,1,1,12,December,2000,2000,0,2023
851,Sergei Solovyov,Russia,couple,1,4,4,6,June,2000,8000,0,2023
852,Kees Rodriguez,Spain,family,2,5,2,5,May,2000,20000,0,2023
853,Natasha Smirnov,Russia,couple,2,1,0,11,November,2000,4000,0,2023
854,Valentina Esposito,Norway,family,1,7,4,10,October,2000,14000,0,2023
855,Emma Romano,France,couple,1,5,2,1,January,2000,10000,0,2023
856,Marie Romano,Netherlands,family,3,13,2,2,February,2000,78000,0,2023
857,Ingrid Dubois,Norway,couple,1,2,0,11,November,2000,4000,0,2023
858,Dmitri Pavlov,Russia,couple,2,7,1,2,February,2000,28000,0,2023
859,Sophie Becker,France,family,2,2,1,11,November,2000,8000,0,2023
860,Lucia Jansen,Denmark,family,2,9,4,8,August,2000,36000,0,2023
861,Michel Colombo,Germany,couple,1,6,0,1,January,2000,12000,0,2023
862,Francesca Nilsson,Netherlands,family,3,4,1,8,August,2000,24000,0,2023
863,Mikhail Lebedev,Russia,couple,2,10,0,7,July,2000,40000,0,2023
864,Igor Popov,Russia,family,2,8,3,7,July,2000,32000,0,2023
865,Sylvie Robert,Spain,couple,1,6,1,7,July,2000,12000,0,2023
866,Nikolai Vinogradov,Russia,single,1,1,0,6,June,2000,2000,0,2023
867,Ulrike Nilsson,Italy,single,1,2,0,5,May,2000,4000,0,2023
868,Thomas Thomas,Italy,couple,1,7,2,10,October,2000,14000,0,2023
869,Ingrid Karlsson,Spain,family,2,2,1,3,March,2000,8000,0,2023
870,Carmen Martinez,Norway,family,2,2,1,5,May,2000,8000,0,2023
871,Astrid Bakker,Germany,family,1,6,1,2,February,2000,12000,0,2023
872,Astrid Janssen,Norway,couple,1,2,0,1,January,2000,2000,1,2023
873,Larisa Golubev,Russia,family,2,2,0,11,November,2000,8000,0,2023
874,Tatiana Morozov,Russia,family,1,11,2,8,August,2000,22000,0,2023
875,Anastasia Popov,Russia,couple,1,7,2,11,November,2000,7000,1,2023
876,Larisa Smirnov,Russia,single,1,14,0,5,May,2000,28000,0,2023
877,Ana Lopez,Germany,family,1,11,4,11,November,2000,22000,0,2023
878,Sophie Esposito,Italy,couple,1,6,3,7,July,2000,12000,0,2023
879,Viktor Golubev,Russia,family,1,5,1,7,July,2000,10000,0,2023
880,Stefan Colombo,France,couple,1,9,3,3,March,2000,9000,1,2023
881,Isabel Weber,Sweden,couple,1,4,4,4,April,2000,8000,0,2023
882,Vladimir Vasiliev,Russia,single,1,1,0,10,October,2000,2000,0,2023
883,Manuel Schneider,Norway,family,1,6,2,8,August,2000,12000,0,2023
884,Boris Petrov,Russia,family,1,2,2,11,November,2000,4000,0,2023
885,Isabelle Weber,Spain,couple,1,2,0,2,February,2000,4000,0,2023
886,Lisa Meyer,Finland,family,1,5,3,2,February,2000,10000,0,2023
887,Emma Andersson,Denmark,couple,1,2,1,1,January,2000,4000,0,2023
888,Isabel Garcia,Spain,single,1,9,2,8,August,2000,18000,0,2023
889,Jose Janssen,Italy,single,1,1,1,11,November,2000,2000,0,2023
890,Olga Ivanov,Russia,family,1,3,0,12,December,2000,3000,1,2023
891,Manuel Bakker,France,family,1,13,0,2,February,2000,26000,0,2023
892,Lisa Robert,Italy,couple,1,2,0,2,February,2000,4000,0,2023
893,Giuseppe Andersson,Czech Republic,couple,1,1,1,3,March,2000,2000,0,2023
894,Maria Pavlov,Russia,single,1,6,3,9,September,2000,12000,0,2023
895,Ulrike Fischer,Germany,couple,1,5,2,5,May,2000,10000,0,2023
896,Manuel Wagner,France,single,1,5,2,12,December,2000,10000,0,2023
897,Antonio Meyer,Sweden,couple,1,5,1,9,September,2000,10000,0,2023
898,Natasha Volkov,Russia,family,1,5,3,1,January,2000,10000,0,2023
899,Boris Lebedev,Russia,couple,1,2,1,3,March,2000,2000,1,2023
900,Nils Lopez,Norway,family,1,8,2,1,January,2000,16000,0,2023
901,Manuel de Vries,Italy,couple,1,1,0,9,September,2000,2000,0,2023
902,Lucia Johansson,Norway,couple,2,3,3,4,April,2000,12000,0,2023
903,Pierre Ricci,Spain,family,1,2,0,1,January,2000,4000,0,2023
904,Elena Novikov,Russia,family,1,11,4,12,December,2000,22000,0,2023
905,Alessia Gonzalez,France,couple,2,8,1,8,August,2000,32000,0,2023
906,Ingrid Romano,France,single,1,4,4,4,April,2000,8000,0,2023
907,Erik Andersson,France,couple,2,6,2,3,March,2000,24000,0,2023
908,Boris Morozov,Russia,couple,1,8,2,2,February,2000,16000,0,2023
909,Thomas Romano,Norway,family,3,1,0,2,February,2000,3000,1,2023
910,Ingrid van Dijk,Spain,couple,1,1,0,5,May,2000,1000,1,2023
911,Erik Garcia,Poland,couple,1,13,3,8,August,2000,26000,0,2023
912,Vladimir Kozlov,Russia,couple,1,14,2,7,July,2000,14000,1,2023
913,Anna Eriksson,Sweden,family,2,1,0,4,April,2000,4000,0,2023
914,Anna Bernard,Norway,family,1,3,2,12,December,2000,6000,0,2023
915,Antonio Meyer,France,family,2,7,0,3,March,2000,28000,0,2023
916,Kees Eriksson,Denmark,couple,1,1,0,11,November,2000,2000,0,2023
917,Ulrike Colombo,Sweden,couple,2,11,1,11,November,2000,44000,0,2023
918,Marco Nilsson,Sweden,couple,2,10,0,11,November,2000,40000,0,2023
919,Lars Eriksson,Italy,couple,2,2,1,1,January,2000,4000,1,2023
920,Irina Popov,Russia,single,1,1,0,1,January,2000,2000,0,2023
921,Anna Meyer,Italy,couple,2,11,3,7,July,2000,44000,0,2023
922,Marco van Dijk,Spain,couple,1,4,0,9,September,2000,8000,0,2023
923,Alessia Nilsson,Norway,couple,1,1,0,7,July,2000,2000,0,2023
924,Karin Romano,Spain,couple,2,9,4,11,November,2000,36000,0,2023
925,Sabine Eriksson,Netherlands,family,1,6,1,4,April,2000,12000,0,2023
926,Natasha Smirnov,Russia,family,3,8,3,3,March,2000,48000,0,2023
927,Katarina Pavlov,Russia,couple,1,8,3,2,February,2000,16000,0,2023
928,Giulia Schmidt,Germany,family,2,3,3,7,July,2000,12000,0,2023
929,Giulia Esposito,France,single,1,7,4,2,February,2000,14000,0,2023
930,Jean Petit,Sweden,family,1,13,4,6,June,2000,26000,0,2023
931,Antonio de Jong,France,couple,1,9,1,7,July,2000,9000,1,2023
932,Michel Durand,Netherlands,family,3,5,1,5,May,2000,30000,0,2023
933,Mikhail Popov,Russia,family,1,1,0,6,June,2000,2000,0,2023
934,Thomas Ferrari,Spain,family,1,1,0,6,June,2000,1000,1,2023
935,Karin Wagner,Germany,couple,1,4,3,9,September,2000,8000,0,2023
936,Isabel van den Berg,Spain,couple,1,2,2,7,July,2000,4000,0,2023
937,Emma de Vries,Netherlands,single,1,10,1,10,October,2000,20000,0,2023
938,Klaus Eriksson,Netherlands,couple,2,1,0,7,July,2000,4000,0,2023
939,Anastasia Vinogradov,Russia,single,1,5,2,5,May,2000,5000,1,2023
940,Sabine Andersson,Italy,couple,1,6,3,9,September,2000,12000,0,2023
941,Irina Popov,Russia,single,1,3,2,9,September,2000,6000,0,2023
942,Pierre Thomas,France,couple,1,2,0,4,April,2000,4000,0,2023
943,Tatiana Volkov,Russia,couple,1,6,1,3,March,2000,12000,0,2023
944,Anna Lopez,Italy,couple,2,7,2,9,September,2000,28000,0,2023
945,Klaus Gonzalez,France,couple,1,12,3,7,July,2000,24000,0,2023
946,Elena Lebedev,Russia,single,1,1,0,9,September,2000,1000,1,2023
947,Manuel Johansson,Spain,couple,2,1,0,5,May,2000,4000,0,2023
948,Isabelle Lopez,France,couple,2,1,1,5,May,2000,4000,0,2023
949,Marie van den Berg,Germany,couple,1,10,2,10,October,2000,20000,0,2023
950,Catherine Esposito,Germany,family,1,4,3,5,May,2000,8000,0,2023
951,Maria Sokolov,Russia,couple,1,2,0,2,February,2000,4000,0,2023
952,Giulia Larsson,Czech Republic,single,1,6,0,11,November,2000,12000,0,2023
953,Piet Lopez,Poland,couple,1,11,2,8,August,2000,22000,0,2023
954,Jose Ferrari,Finland,couple,1,3,3,8,August,2000,6000,0,2023
955,Ingrid Garcia,Spain,couple,2,1,1,3,March,2000,4000,0,2023
956,Isabel de Vries,Germany,single,1,8,3,9,September,2000,16000,0,2023
957,Katarina Volkov,Russia,single,1,13,1,9,September,2000,26000,0,2023
958,Michel Andersson,Italy,family,1,1,1,12,December,2000,2000,0,2023
959,Sabine Rossi,Germany,couple,1,6,1,7,July,2000,12000,0,2023
960,Stefan Nilsson,Netherlands,couple,1,8,3,2,February,2000,16000,0,2023
961,Ana Ricci,Denmark,couple,1,1,1,7,July,2000,2000,0,2023
962,Jan Wagner,Spain,family,1,1,1,7,July,2000,2000,0,2023
963,Nils de Vries,France,family,1,10,2,5,May,2000,20000,0,2023
964,Petra Ferrari,Germany,family,1,4,1,12,December,2000,8000,0,2023
965,Anna Dubois,Spain,couple,2,4,4,7,July,2000,16000,0,2023
966,Nathalie Lopez,Netherlands,couple,1,10,0,2,February,2000,20000,0,2023
967,Isabel Bernard,Netherlands,family,2,14,1,10,October,2000,56000,0,2023
968,Katarina Smirnov,Russia,family,1,8,2,8,August,2000,16000,0,2023
969,Marie Lopez,Italy,couple,1,3,2,9,September,2000,6000,0,2023
970,Francesca Schmidt,Italy,couple,1,2,0,9,September,2000,4000,0,2023
971,Chiara Fischer,Spain,single,1,5,0,5,May,2000,10000,0,2023
972,Valentina Jansen,France,couple,1,2,2,6,June,2000,4000,0,2023
973,Elena Lebedev,Russia,family,1,4,1,2,February,2000,8000,0,2023
974,Alessia Meyer,France,family,3,6,2,8,August,2000,36000,0,2023
975,Giulia Durand,Sweden,couple,1,2,2,8,August,2000,4000,0,2023
976,Hans Bianchi,Czech Republic,single,1,1,0,7,July,2000,1000,1,2023
977,Ingrid Nilsson,Poland,couple,1,12,3,10,October,2000,12000,1,2023
978,Antonio Bernard,Italy,couple,1,8,0,10,October,2000,16000,0,2023
979,Sabine Schneider,Germany,family,3,2,0,8,August,2000,12000,0,2023
980,Isabelle Sanchez,Finland,single,1,1,0,7,July,2000,2000,0,2023
981,Mikhail Zaytsev,Russia,couple,1,5,4,4,April,2000,10000,0,2023
982,Manuel Johansson,France,couple,1,6,0,12,December,2000,12000,0,2023
983,Andreas Meyer,France,couple,1,10,0,7,July,2000,20000,0,2023
984,Hans Rossi,Italy,family,2,4,4,5,May,2000,16000,0,2023
985,Pavel Popov,Russia,couple,1,1,0,6,June,2000,2000,0,2023
986,Jan Andersson,Denmark,family,1,14,2,3,March,2000,28000,0,2023
987,Lucia Fernandez,Italy,single,1,7,0,4,April,2000,14000,0,2023
988,Petra Ferrari,Netherlands,family,2,4,3,8,August,2000,16000,0,2023
989,Catherine Esposito,Germany,family,2,7,2,8,August,2000,28000,0,2023
990,Igor Ivanov,Russia,family,2,3,2,7,July,2000,12000,0,2023
991,Catherine Gonzalez,Czech Republic,couple,1,11,0,9,September,2000,22000,0,2023
992,Sophie Johansson,Spain,family,2,10,2,4,April,2000,40000,0,2023
993,Larisa Smirnov,Russia,couple,1,12,3,9,September,2000,24000,0,2023
994,Petra de Jong,France,family,1,6,3,7,July,2000,12000,0,2023
995,Anna van den Berg,Italy,single,1,5,1,5,May,2000,10000,0,2023
996,Hans Karlsson,Poland,single,1,2,2,6,June,2000,4000,0,2023
997,Isabel Bakker,Italy,couple,1,2,0,3,March,2000,4000,0,2023
998,Sergei Popov,Russia,couple,1,2,0,12,December,2000,4000,0,2023
999,Vladimir Solovyov,Russia,couple,1,5,4,10,October,2000,10000,0,2023
1000,Alexei Vinogradov,Russia,family,2,8,4,4,April,2000,32000,0,2023
1001,Francesca Leroy,Netherlands,family,1,2,2,6,June,2000,2000,1,2023
1002,Piet Gonzalez,Spain,family,2,7,4,10,October,2000,28000,0,2023
1003,Nikolai Smirnov,Russia,couple,1,12,2,8,August,2000,24000,0,2023
1004,Lucia Ricci,France,couple,1,8,4,5,May,2000,16000,0,2023
1005,Thomas de Vries,Poland,couple,1,2,1,6,June,2000,4000,0,2023
1006,Pilar Jansen,Italy,couple,1,8,2,7,July,2000,16000,0,2023
1007,Karin Jansen,Germany,family,1,5,1,7,July,2000,10000,0,2023
1008,Jan Schmidt,Germany,couple,1,3,0,9,September,2000,6000,0,2023
1009,Alessia Sanchez,France,single,1,6,3,5,May,2000,6000,1,2023
1010,Klaus Karlsson,France,couple,2,10,1,8,August,2000,40000,0,2023
1011,Alessia Ricci,France,single,1,2,2,5,May,2000,4000,0,2023
1012,Sylvie Schmidt,Spain,couple,1,3,2,3,March,2000,6000,0,2023
1013,Francesca Weber,Finland,couple,1,5,3,4,April,2000,10000,0,2023
1014,Francesca Leroy,France,couple,2,11,3,5,May,2000,44000,0,2023
1015,Anna Eriksson,Netherlands,couple,1,1,1,8,August,2000,2000,0,2023
1016,Sophie Wagner,France,couple,1,4,2,7,July,2000,8000,0,2023
1017,Svetlana Morozov,Russia,family,2,5,2,9,September,2000,20000,0,2023
1018,Sabine Schneider,Finland,family,1,4,4,2,February,2000,8000,0,2023
1019,Francesca van den Berg,Netherlands,family,1,11,2,6,June,2000,22000,0,2023
1020,Antonio Nilsson,Denmark,couple,2,1,1,6,June,2000,4000,0,2023
1021,Jean Larsson,France,couple,1,1,1,3,March,2000,2000,0,2023
1022,Jose Olsson,Italy,couple,1,7,4,9,September,2000,14000,0,2023
1023,Ana Karlsson,Netherlands,single,1,1,0,8,August,2000,2000,0,2023
1024,Nikolai Popov,Russia,family,1,5,4,4,April,2000,10000,0,2023
1025,Thomas Martinez,Italy,couple,1,10,2,7,July,2000,20000,0,2023
1026,Klaus Ferrari,France,couple,1,2,1,9,September,2000,4000,0,2023
1027,Michel Schneider,Spain,family,1,7,2,5,May,2000,14000,0,2023
1028,Karin Robert,Germany,couple,1,1,0,5,May,2000,2000,0,2023
1029,Klaus Bianchi,Sweden,family,1,6,4,2,February,2000,12000,0,2023
1030,Marco Jansen,Netherlands,family,2,3,2,8,August,2000,12000,0,2023
1031,Valentina van den Berg,France,couple,2,10,4,1,January,2000,40000,0,2023
1032,Ana Rossi,Sweden,single,1,4,1,9,September,2000,8000,0,2023
1033,Boris Sokolov,Russia,family,1,1,1,8,August,2000,2000,0,2023
1034,Isabelle Colombo,Denmark,couple,1,8,0,7,July,2000,16000,0,2023
1035,Ingrid Fischer,France,family,2,1,0,12,December,2000,4000,0,2023
1036,Anastasia Kozlov,Russia,couple,1,1,1,6,June,2000,2000,0,2023
1037,Petra Ricci,Italy,family,1,2,2,7,July,2000,4000,0,2023
1038,Carlos Rodriguez,Poland,couple,1,4,4,10,October,2000,8000,0,2023
1039,Larisa Volkov,Russia,family,2,1,1,9,September,2000,4000,0,2023
1040,Anastasia Volkov,Russia,couple,1,1,0,6,June,2000,2000,0,2023
1041,Carmen Olsson,Germany,family,2,12,3,10,October,2000,48000,0,2023
1042,Carmen Ricci,France,couple,1,1,0,6,June,2000,2000,0,2023
1043,Lucia Russo,Poland,couple,1,4,4,7,July,2000,8000,0,2023
1044,Anna Fernandez,Germany,couple,1,9,0,6,June,2000,18000,0,2023
1045,Anna Fernandez,Germany,family,1,1,1,9,September,2000,2000,0,2023
1046,Tatiana Volkov,Russia,couple,2,5,3,7,July,2000,10000,1,2023
1047,Pilar Ferrari,Poland,couple,2,2,1,3,March,2000,4000,1,2023
1048,Giuseppe Wagner,Germany,family,1,2,1,11,November,2000,4000,0,2023
1049,Anna Bianchi,Germany,couple,1,13,4,7,July,2000,26000,0,2023
1050,Eva Ferrari,Netherlands,couple,1,9,3,7,July,2000,18000,0,2023
1051,Marco Lopez,Norway,couple,1,6,2,1,January,2000,12000,0,2023
1052,Anna Fernandez,Spain,couple,2,6,1,4,April,2000,24000,0,2023
1053,Pierre Olsson,Sweden,couple,1,7,0,3,March,2000,14000,0,2023
1054,Manuel Colombo,Poland,couple,1,5,1,10,October,2000,10000,0,2023
1055,Larisa Ivanov,Russia,single,1,8,3,1,January,2000,16000,0,2023
1056,Elena Vinogradov,Russia,couple,2,1,1,4,April,2000,4000,0,2023
1057,Katarina Kozlov,Russia,couple,1,11,1,10,October,2000,22000,0,2023
1058,Sophie Fischer,France,single,1,1,1,5,May,2000,2000,0,2023
1059,Dmitri Volkov,Russia,single,1,1,0,9,September,2000,2000,0,2023
1060,Giulia Jansen,Germany,couple,2,3,1,6,June,2000,6000,1,2023
1061,Nikolai Petrov,Russia,couple,1,1,1,8,August,2000,2000,0,2023
1062,Mikhail Vinogradov,Russia,family,2,1,1,7,July,2000,4000,0,2023
1063,Larisa Ivanov,Russia,couple,1,6,1,5,May,2000,12000,0,2023
1064,Sabine Weber,France,single,1,12,4,1,January,2000,24000,0,2023
1065,Catherine Nilsson,Germany,family,1,5,4,1,January,2000,10000,0,2023
1066,Giulia Ricci,Germany,family,1,7,1,4,April,2000,7000,1,2023
1067,Irina Golubev,Russia,couple,2,6,2,8,August,2000,24000,0,2023
1068,Klaus Andersson,Poland,couple,1,13,1,5,May,2000,26000,0,2023
1069,Ulrike Larsson,Norway,couple,1,4,3,2,February,2000,8000,0,2023
1070,Manuel Ricci,Spain,family,1,1,1,10,October,2000,2000,0,2023
1071,Elena Vasiliev,Russia,single,1,4,0,10,October,2000,8000,0,2023
1072,Astrid Weber,Germany,couple,1,1,1,10,October,2000,2000,0,2023
1073,Piet Martin,Germany,couple,1,11,0,6,June,2000,22000,0,2023
1074,Lucia Ricci,Sweden,couple,1,3,0,9,September,2000,6000,0,2023
